IMG_ID,owner,title,description,LAT,LON,u_city,u_country,taken,base_url,url,S3_label,Prob_indoor,Prob_natural,Prob_urban
32415092967.jpg,94185526@N04,il Pordenone (Giovanni Antonio de' Sacchis 1483 - 1539) San Martino (1527-1528) - Venezia Scuola grande di San Rocco - Mostra il giovane Tintoretto Galleria dell'Accademia - Venezia,Pordenone (Giovanni Antonio de 'Sacchis 1483-1539) St. Martin (1527-1528) - Venice Scuola Grande di San Rocco - Exibition the young Tintoretto Accademia Gallery - Venice,45.431587,12.328484,,Italia,2018-12-11 09:52:10,https://www.flickr.com/photos/94185526@N04/32415092967,https://live.staticflickr.com/7837/32415092967_2eaef4e7e6_b.jpg,1.0,-137.97295076400042,209.19571244716644,-71.18658217228949
32421137367.jpg,81035653@N00,I ❤ Kyiv,"© photo rights reserved by <a href='http://www.flickr.com/photos/visbeek/'>B℮n</a>

A trip to Kiev might not be very obvious, but the capital of <b>Ukraine</b> will surprise you in many ways. In the center you will find stately houses and beautiful cathedrals, attractive alleys and large squares with trendy restaurants. A city with an impressive history where so much can be seen. Kiev arose on the river Dnieper, on the trade route to the Greeks. <b>Kiev</b> experienced its heyday between around 900, when it was the capital of the East Slavic Empire. For the next six centuries, Kiev was no more than a provincial town in the Russian Empire. It was not until 1991 that Ukraine became <b>independent</b> of the Soviet Union. In 2004, Kiev was the scene of fierce protest demonstrations against the falsification of the election results. This period is known as the <i>Orange Revolution</i>. In 2014 there were again demonstrations against the government of President Viktor Yanukovych on <b>Independence Square</b>: Maidan Nezalezhnosti, the undisputed heart of the city. Here you will find monuments, an underground mall and street artists, as well as reminders of the <i>EuroMaidan</i> revolution.

<i>Kiev is the hidden jewel of Eastern Europe and fast becoming the coolest capital city in Europe. Geographically, Kiev sits at the centre of Europe. In reality it feels like an entirely different world. Kiev is an ancient city where old meets new and East meets West. We stayed at the fine «Ukraine» hotel located in the heart of Kyiv - on the Independence Square, in a unique place where the cultural, political and entertainment life of the city intersects. The Ukrainan Independece Monument is one of the main sight om the square. The monument itself is a column of a woman Berehynia with branch of roses in her arms. Photo of the sign &quot;I love Kyiv&quot; on the Independence Square in Kiev, the capital of Ukraine.</i>

Een trip naar <b>Kiev</b> ligt misschien niet heel erg voor de hand, maar de hoofdstad van de <b>Oekraïne</b> zal je op vele vlakken verbazen. In het centrum vind je statige huizen en prachtige kathedralen, sfeervolle steegjes en grote pleinen met hippe restaurants. Een stad met een indrukwekkende historie waar zoveel is te zien. Kiev ontstond aan de rivier de Dnjepr, aan de handelsroute naar de Grieken. Kiev beleefde zijn bloeitijd tussen rond 900, toen het de hoofdstad van het Oost-Slavische Rijk was. De volgende zes eeuwen was Kiev niet meer dan een provinciestad in het Russische Rijk. Pas in 1991 werd Oekraïne <b>zelfstandig</b> van Sovjet-Unie. In 2004 was Kiev het toneel van felle protestdemonstraties tegen de vervalsing van de verkiezingsuitslag. Deze periode staat bekend als de <i>Oranjerevolutie</i>. In 2014 waren er weer demonstraties tegen de regering van president Viktor Janoekovytsj op het <b>onafhankelijkheidsplein</b>: Maidan Nezalezhnosti, het onbetwiste hart van de stad. Hier vind je monumenten, een ondergronds winkelcentrum en straatartiesten, maar ook aandenkens aan de <i>EuroMaidan</i> revolutie. We verbleven in het fijne hotel «Ukraine» midden in het hart van Kiev - met uitzicht op het Onafhankelijkheidsplein. Een unieke plek waar het culturele, politieke en amusementsleven van de stad bij elkaar komt. Foto van de letters <b>&quot;I love Kyiv&quot;</b> op het Onafhankelijkheidsplein in Kiev. ",50.449653999999995,30.524268,,,2018-08-04 07:10:12,https://www.flickr.com/photos/81035653@N00/32421137367,https://live.staticflickr.com/7902/32421137367_3c3263c5ba_b.jpg,1.0,-162.41908548772338,244.3530869856477,-81.89495567977428
32436483927.jpg,35110249@N05,Daughter visiting her mother,"One of Australia’s most striking animals, the <b>koala</b> or inaccurately ‘koala bear’ (Phascolarctos cinereus), is bear-like in appearance, but in fact a tree-dwelling marsupial, related to kangaroos and wombats. 
The Koala has many nicknames, include <b>bangaroo</b>, <b>New Holland sloth</b>, <b>cullawine</b>, and <b>koolawong</b>.
The fur is silver grey to light brown, being lighter and shorter in the warmer north of its range, where the koala is also smaller. An adult male koala can weigh 8 to 14 kg and a female 5 to 11 kg, the body length is 60 to 85 cm. Koalas have sharp claws which help them climb trees and large noses that are coloured pink or black. 
Koalas live in the eucalyptus woodlands and forests of eastern and south-eastern Australia and range from northern Queensland to southwestern Victoria. They have been introduced in western Australia and nearby islands.
Koalas are nocturnal marsupials famous for spending most of their lives asleep in trees. During the day they doze, tucked into forks or nooks in the trees, sleeping for up to 20 hours. When not asleep a koala feeds on eucalyptus leaves, especially at night. Koalas do not drink much water and they get most of their moisture from these leaves. In Aborigine language, the word ‘koala’ means ‘no water’.
This picture was taken in <b>Zoo Duisburg</b>, Germany.
____________________________

<i>De <b>koala</b> of <b>buidelbeer</b> (Phascolarctos cinereus) is een buideldier uit de familie koala's (Phascolarctidae) die voorkomt in het oosten van Australië. De koala is geen beer, maar een buideldier, nauw verwant aan de kangoeroes. Vandaar ook de bijnaam: <b>Bangaroo</b>.
De naam &quot;Koala&quot; komt uit een uitgestorven aboriginaltaal die rond Sydney werd gesproken. Het zou zoiets betekenen als &quot;drinkt niet&quot;, verwijzend naar het feit dat de koala zelden drinkt.
Het mannetje weegt zo'n 12 kg, het vrouwtje 8 kg. Ze worden ongeveer 60 à 85 cm lang. In het noordelijke verspreidingsgebied wegen koala's bijna de helft minder. Zuidelijke koala's hebben een dikkere vacht dan die in het warmere noorden. De kleuren van de vachten variëren sterk per individu en worden lichter naarmate koala's ouder worden, maar de meeste zijn grijs met wit op de kin, borst, voorpoten en romp. Koala's hebben een korte staart, die geen functie lijkt te hebben.
Koala's komen voor in de eucalyptusbossen van de vier oostelijke deelstaten van Australië, Queensland, Nieuw-Zuid-Wales, Victoria en Zuid-Australië. 
Koala's eten bijna uitsluitend bladeren van de eucalyptusboom. De bladeren zijn vezelrijk en bevatten gif dat voor de meeste andere dieren gevaarlijk is. Ze drinken bijna niet. Vocht wordt uit het voedsel gehaald. Omdat koala's een langzaam vertering hebben, slapen koala's zo'n 20 uur per etmaal, vaak in een boom.
Deze foto is gemaakt in <b>Zoo Duisburg</b> in Duitsland. </i>
____________________________

<u>All rights reserved</u>. Copyright © Martien Uiterweerd (Foto Martien). All my images are protected under international authors copyright laws and may not be downloaded, reproduced, copied, transmitted or manipulated without my written explicit permission.
____________________________
.
.",51.437257,6.805558,Arnhem,The Netherlands,2018-11-14 12:20:55,https://www.flickr.com/photos/35110249@N05/32436483927,https://live.staticflickr.com/4903/32436483927_942cb65613_b.jpg,1.0,-251.72346831113097,190.29035162180665,61.46459101140499
32438407777.jpg,20747318@N08,Lincoln (644),High Bridge,53.228636,-0.541078,"Royston, Barnsley",United Kingdom,2018-10-05 15:44:06,https://www.flickr.com/photos/20747318@N08/32438407777,https://live.staticflickr.com/7915/32438407777_9c0f3a7c1c_b.jpg,1.0,-197.62945674359798,231.9249135032296,-34.263018168509014
32438412857.jpg,158438800@N02,"2017-09-02 AT Wien 10 Favoriten, Altes Landgut, Hst. Altes Landgut, E2 4321+c5 Linie 67",,48.161172,16.383388,,,2017-09-02 09:20:29,https://www.flickr.com/photos/158438800@N02/32438412857,https://live.staticflickr.com/7824/32438412857_e7a9401dba_b.jpg,1.0,-169.2025385573506,99.8981112809852,69.33739960286766
32438466857.jpg,157209506@N03,Guisborough Priory Gardens,"Here I captured a photograph of Guisborough Priory gardens which in my opinion reminds me of a mystical/fantasy forest.
This photograph was taken on a FujiFilm JV160 Digital Camera.",54.536085,-1.052917,,,2018-05-28 01:32:57,https://www.flickr.com/photos/157209506@N03/32438466857,https://live.staticflickr.com/7837/32438466857_831ecc5f8f_b.jpg,2.0,-231.02036620676517,-37.09882478415965,268.15973687916994
32438515527.jpg,43440662@N07,"Dry wall in the outskirts of San Marco in Lamis (Gargano, Apulia)",,41.691994,15.632997,,,2018-04-02 10:36:04,https://www.flickr.com/photos/43440662@N07/32438515527,https://live.staticflickr.com/7819/32438515527_cb5cd6fdde_b.jpg,2.0,-183.32588934898376,-43.661108527332544,227.02574352547526
32438590407.jpg,24406544@N00,Animagique Theater - Walt Disney Studios Park (France),"<b>Animagique Theater</b> 09/06/2018 16h56
The live show Mickey and the Magician in the Animagique Theater. This theater can host 1110 guests per show. Animagique was a live show at Walt Disney Studios Park in France, housed in Studios 3, at the entrance of Toon Studio. The show closed on January 31, 2016, to make way for Mickey and the Magician which began on July 2, 2016. 

We have seen the show: <a href='https://www.youtube.com/watch?v=Z-t5OwG_YQ8' rel='noreferrer nofollow'>Mickey and the Magician</a> (Youtube) 

<u>Toon Studio</u>
Toon Studio is inspired by Disney and Pixar animated characters. The lot features such Disney and Pixar characters as Crush (from Finding Nemo), The Genie (from Aladdin), Mater and Lightning McQueen (from Cars), Buzz Lightyear, Woody, Slinky, and other characters from Toy Story, in addition to the other Disney characters present in the land’s show, Mickey and the Magician.

When the park originally opened in 2002, the land was known as Animation Courtyard but in 2007, as part of the park’s 5th Anniversary, two new rides were added (Crush's Coaster and Cars Quatre Roues Rallye). In 2009, the area was expanded with Toy Story Playland. In January 2012, construction began on a new Ratatouille themed ride and restaurant. 
[ Wikipedia 2019 ]",48.86825,2.779219,Amsterdam,The Netherlands,2018-06-09 16:56:09,https://www.flickr.com/photos/24406544@N00/32438590407,https://live.staticflickr.com/7911/32438590407_43594aab8b_b.jpg,1.0,-244.3999552410096,208.69894072413445,35.73582072556019
32438600677.jpg,11096574@N02,Sightseeing in Biberwier / Tirol.,,47.383363,10.892569,,,2018-07-07 18:37:32,https://www.flickr.com/photos/11096574@N02/32438600677,https://live.staticflickr.com/7876/32438600677_10e362ef37_b.jpg,2.0,51.35424814000726,-145.34745918214318,94.03020229190588
32438611497.jpg,45280816@N07,Sala Labrouste de la biblioteca Nacional (París),,48.867886999999996,2.33807,,,2017-08-28 17:09:15,https://www.flickr.com/photos/45280816@N07/32438611497,https://live.staticflickr.com/7878/32438611497_77c753914a_b.jpg,2.0,9.89201052300632,-128.29553648084402,118.44608630985022
32438623187.jpg,101240316@N03,Valley of Falaise by C Monet 1885076c,"Albertina, Vienna 2018",48.204746,16.368156,Budapest,Hungary,2018-12-27 15:27:44,https://www.flickr.com/photos/101240316@N03/32438623187,https://live.staticflickr.com/7859/32438623187_1b20c20dbd_b.jpg,2.0,-220.38875957578412,-36.95572471618652,257.3832332342863
32438627357.jpg,117096107@N03,1983 Ford Escort XR3i,,53.465832999999996,-2.339445,Manchester,England,2018-09-15 15:35:15,https://www.flickr.com/photos/117096107@N03/32438627357,https://live.staticflickr.com/7823/32438627357_f995c2e162_b.jpg,2.0,-180.36810945719486,-75.17561717703937,255.58260016888386
32438727877.jpg,28221823@N05,Rowing Past City Airport,,51.507497,0.049062,,England,2018-10-22 10:34:46,https://www.flickr.com/photos/28221823@N05/32438727877,https://live.staticflickr.com/7867/32438727877_7b6b2388b7_b.jpg,2.0,-246.3540868088604,29.32241166383028,217.06636889465162
32438796487.jpg,55095571@N02,glove in a strange place,,52.109747,-10.466312,,,2018-03-27 15:49:36,https://www.flickr.com/photos/55095571@N02/32438796487,https://live.staticflickr.com/7815/32438796487_b11061bdfb_b.jpg,2.0,-198.83102004602557,61.451667215675116,137.41588194295764
32438818357.jpg,145361631@N02,Passau: Domherrenhof,,48.57458,13.464699,,,2017-10-13 18:33:34,https://www.flickr.com/photos/145361631@N02/32438818357,https://live.staticflickr.com/7913/32438818357_5de01b4d8a_b.jpg,1.0,-273.0105354115367,200.0112939812244,73.03179693967105
32438951347.jpg,11537676@N06,"Waiter takes an order, restaurant on Quai Saint-Antoine, Lyon, France",Bill Murray or Clive Owen?,45.764027,4.832466,"Washington, DC",,2017-07-08 22:06:07,https://www.flickr.com/photos/11537676@N06/32438951347,https://live.staticflickr.com/7892/32438951347_cee343c961_b.jpg,0.0,91.07385465875272,-129.6126114204526,38.58410347253084
32438995477.jpg,64109888@N02,Dining in style.,"A fine old 17th century building still entertaining its visitors in style. This grade II listed building on Friar Gate, Derby, forms part of an area of similarly important historical properties, and the ground floor is currently being used as an Italian restaurant called Zizzi, who have, to their credit, sympathetically treated the old structure.
This whole block, visible in the image, is made up of grade II listed buildings from various eras.
The next structure (timber framed) is also 17th century, followed by brick buildings from the mid 19th century, 1901, and early to mid 19th century.
Friar Gate is a real gem of an area of architecture, with fine examples of a wealth of styles from a multitude of eras.",52.923593000000004,-1.483358,Stoke-on-Trent,England,2015-09-22 14:54:46,https://www.flickr.com/photos/64109888@N02/32438995477,https://live.staticflickr.com/7881/32438995477_3a40c252e3_b.jpg,0.0,54.72000827640295,-68.5533506795764,13.87081940099597
32439047657.jpg,143856608@N08,Arles - Roman Amphitheatre,"Built in 90 AD, restored and is used for many events",43.677968,4.63093,Whitby,Canada,2016-07-11 14:12:57,https://www.flickr.com/photos/143856608@N08/32439047657,https://live.staticflickr.com/7908/32439047657_5802775a0e_b.jpg,0.0,98.35560073331,-57.395820194855325,-40.92521884292364
32439146887.jpg,38365720@N06,Iberdrola,Torre de Iberdrola. Bilbao,43.270094,-2.940184,Vitoria,España,2017-04-29 17:20:24,https://www.flickr.com/photos/38365720@N06/32439146887,https://live.staticflickr.com/7808/32439146887_80f4e10dd5_b.jpg,0.0,246.92188280448318,-191.4239043593407,-55.45298673957586
32439233857.jpg,54224393@N00,AIRBUS A380-800 (A6-EUC) EMIRATES | FRANKFURT | FRA-EDDF,,50.039577,8.596791,WORLDWIDE,,2018-08-19 09:17:26,https://www.flickr.com/photos/54224393@N00/32439233857,https://live.staticflickr.com/7818/32439233857_8a600e8b1e_b.jpg,0.0,141.65054649952802,-135.7745436504483,-5.832771869376303
32439279547.jpg,74286186@N00,Wohnen unterm Regenturm / Hundertwasser house / Къща на Хундертвасер,,48.71100300000001,9.415594,Munich,Germany,2015-09-15 18:24:44,https://www.flickr.com/photos/74286186@N00/32439279547,https://live.staticflickr.com/7900/32439279547_d34c3d6897_b.jpg,0.0,14.52482045441866,-24.82319574803114,10.331900093704464
32439483667.jpg,37253182@N07,IMG_0611,,48.644633,-2.025545,Saint-Malo,France (Bretagne).,2018-08-30 14:25:17,https://www.flickr.com/photos/37253182@N07/32439483667,https://live.staticflickr.com/4816/32439483667_da6cf86602_b.jpg,0.0,166.33911325782537,-147.68624990433457,-18.608948353677988
32439735987.jpg,32769319@N06,IMG_2430,,51.370033,-0.402506,Wales,,2017-04-05 18:05:41,https://www.flickr.com/photos/32769319@N06/32439735987,https://live.staticflickr.com/7890/32439735987_9d2f9c2128_b.jpg,1.0,-355.5379247646779,202.45543438941243,153.1212569177151
32439895597.jpg,144107033@N04,La Iruela (Jaén),"          La Iruela: es un municipio español al este de la provincia de Jaén, Andalucía. Se encuentra en las faldas de la Sierra de Cazorla, coronando el valle del Guadalquivir.
El castillo medieval de origen almohade, construido sobre cimientos pre-bereberes que se encarama en lo más alto de la villa constituye uno de los símbolos más elocuentes de la comarca así como las ruinas de la Iglesia de Santo Domingo, renacentista levantada en el interior del recinto del castillo en el siglo XVI.
",37.921620000000004,-2.993366,Cádiz,España,2015-10-18 12:20:40,https://www.flickr.com/photos/144107033@N04/32439895597,https://live.staticflickr.com/7830/32439895597_412336f3b5_b.jpg,2.0,-311.0852253511548,44.964370012283325,266.1582672148943
32440227877.jpg,48949874@N08,"Cupula of the Cappella dei Principi, Florence, Italy","<b>Best viewed <a href='http://bighugelabs.com/onblack.php?id=32440227877&amp;size=large' rel='noreferrer nofollow'>Large on Black</a></b>

The Cappella dei Principi or &quot;Chapel of the Princes&quot; is one of two structures making up the Cappelle Medicee, or Medici Chapels at the Basilica of San Lorenzo, Florence, Italy. The chapels, dating from the 16th and 17th centuries, and built as extensions to Brunelleschi's 15th-century church were built with the purpose of celebrating the Medici family, Grand Dukes of Tuscany and patrons of San Lorenzo. The Chapel of the Princes, though proposed in the 16th century, was not begun until the early 17th century, and its design was a collaboration between the family and architects. Seen here is octagonal dome topping the octagonal-shaped mausoleum housing the cenotaphs of the Grand Dukes (Cosimo I, Francesco I, Ferdinando I, Cosimo II, Ferdinando II, and Cosimo III) with dedicatory inscription. In the cupula, Pietro Benbenuti painted figures and episodes from Genesis and the New Testament. 
The actual bodies are buried at a lower level.
Info above was extracted from a site plaque.
Additional information may be obtained at <a href='https://en.wikipedia.org/wiki/Medici_Chapel' rel='noreferrer nofollow'> Wikipedia</a>. 

<a href='http://www.cameralenscompare.com/photoAwardsCounterDetails.aspx?badge=badge2&amp;PhotoID=32440227877&amp;user=nikonpaul' rel='noreferrer nofollow'>Cupula of the Cappella dei Principi, Florence, Italy</a>
",43.775381,11.253549000000001,Southwest Florida,United States of America,2018-09-22 03:43:13,https://www.flickr.com/photos/48949874@N08/32440227877,https://live.staticflickr.com/7903/32440227877_1c84cff182_b.jpg,2.0,-227.0571074597537,14.168715974316001,212.92674795910716
32441063457.jpg,28389839@N00,Floor tiles,"St. Patrick's Cathedral; Dublin, Ireland.",53.339592,-6.271584,Ontario,Canada,2018-09-14 10:10:59,https://www.flickr.com/photos/28389839@N00/32441063457,https://live.staticflickr.com/4836/32441063457_4d91cd539f_b.jpg,1.0,-110.81610767543316,113.75906831678007,-2.907048045657575
32441648457.jpg,163949237@N08,Dwejra Bay,"Dwejra, Gozo, Malta",36.048345,14.189722,,,2018-07-08 17:32:37,https://www.flickr.com/photos/163949237@N08/32441648457,https://live.staticflickr.com/7870/32441648457_facbe1520a_b.jpg,0.0,42.83362697064877,-66.50727554224432,23.711374083533894
32441746097.jpg,64202840@N06,B_6949_01,"El Rizao

Man 18460

Noge Touring

",37.797729,-0.806754,,,2018-06-09 11:45:28,https://www.flickr.com/photos/64202840@N06/32441746097,https://live.staticflickr.com/7815/32441746097_ee7708a35d_b.jpg,2.0,-255.99840404838332,47.91832223907113,208.11363253742454
32441961717.jpg,14303718@N02,Minimalism in Belgium,Snow and haze at Belgiums Hoge Venen leeds to absolute minumalism. Only visible large,50.5238,6.093516,,Nederland,2018-01-21 08:44:12,https://www.flickr.com/photos/14303718@N02/32441961717,https://live.staticflickr.com/7910/32441961717_53bc6d0f87_b.jpg,0.0,70.59592111408709,-84.411192253232,13.86552706360817
32442007807.jpg,60181667@N07,Rotunda. Villa Borghese. Rome. Italy. IMG_3924,,41.912375,12.487366,,Russia,2018-11-27 11:27:55,https://www.flickr.com/photos/60181667@N07/32442007807,https://live.staticflickr.com/4890/32442007807_1d82569517_b.jpg,1.0,-14.653107784688473,11.880018807947636,2.812506750226021
32442052957.jpg,29785695@N00,watching sunset at Antrim coast,"near Giant Causeway, Northern Ireland",55.236922,-6.513917,,,2018-06-03 21:49:04,https://www.flickr.com/photos/29785695@N00/32442052957,https://live.staticflickr.com/7825/32442052957_435fea91d7_b.jpg,0.0,73.06764787063004,-113.46146803721788,40.43305987492204
32442229567.jpg,10881108@N06,"Ss. PETER & PAUL, WENDLING, NORFOLK","The grave of Robert Howlett, photographer, d.1858.",52.681571999999996,0.8557530000000001,SOUTH BUCKS.,ENGLAND U.K.,2018-10-12 13:07:23,https://www.flickr.com/photos/10881108@N06/32442229567,https://live.staticflickr.com/7811/32442229567_ab58ed0ba7_b.jpg,1.0,-266.6378746032715,177.2830753847957,89.39186615496874
32442237577.jpg,42659866@N02,"Cascais, Portugal",<a href='https://joseantonioabad.myportfolio.com/lisboa-viii-cascais-praia-do-guincho' rel='noreferrer nofollow'>joseantonioabad.myportfolio.com/lisboa-viii-cascais-praia...</a>,38.69875,-9.418553,Zaragoza,España,2018-10-02 10:10:12,https://www.flickr.com/photos/42659866@N02/32442237577,https://live.staticflickr.com/7908/32442237577_a58464349c_b.jpg,2.0,-203.99243434518573,-52.4717375934124,256.5019060894847
