;photo_id;owner;gender;occupation;title;description;faves;lat;lon;u_city;u_country;taken;weather;season;daytime;base_url;url
23;32050747657;67878469@N00;1.0;;Another mudéjar ceiling in the Alcázar of Seville;"Plafond mudéjar dans l'Alcazar de Séville
***
Otro techo mudéjar en el Alcázar de Sevilla
***
I don't know what is wrong with me, but I could stare for hours at those mudéjar ceilings...;-)";19.0;37,384867;-5,99195;Paris;France;2016-01-01 00:00:00;3.0;4.0;3.0;https://www.flickr.com/photos/67878469@N00/32050747657;https://live.staticflickr.com/7877/32050747657_ed5b964348_b.jpg
24;32390620857;79986881@N00;1.0;Architectural Design + Photography;Italy - Turin - Palazzo Reale di Torino 29_DSC4297;"One of the many stairs in the Palazzo Reale Di Torino.

We made sure we were amongst the first to enter the Palazzo Reale di Torino on the day we visited.  That way by keeping ahead of most of the visitors we were able to experience these amazing spaces without hordes of other tourists.

Click here to see more of my photos from my trip to Turin : <a href='https://www.flickr.com/photos/darrellg/albums/72157705667566294'>www.flickr.com/photos/darrellg/albums/72157705667566294</a>

From Wikipedia : &quot;The Royal Palace of Turin (Italian: Palazzo Reale di Torino) is a historic palace of the House of Savoy in the city of Turin in Northern Italy. It was originally built in the 16th century and was later modernized by Christine Marie of France (1606–63) in the 17th century, with designs by the Baroque architect Filippo Juvarra. The palace also includes the Palazzo Chiablese and the Chapel of the Holy Shroud, the latter of which was built to house the famous Shroud of Turin. In 1946, the building became the property of the state and was turned into a museum. In 1997, it was placed on the UNESCO World Heritage Site list along with 13 other residences of the House of Savoy.&quot;

<a href='http://www.dgphotos.co.uk' rel='noreferrer nofollow'>My Website</a> : <a href='https://www.twitter.com/dgphotos' rel='noreferrer nofollow'>Twitter</a> : <a href='https://www.facebook.com/dsgphotos' rel='noreferrer nofollow'>Facebook</a> : <a href='https://instagram.com/dgphotos.co.uk/' rel='noreferrer nofollow'>Instagram</a>  : <a href='https://www.photocrowd.com/dgphotos/' rel='noreferrer nofollow'>Photocrowd</a>

© D.Godliman";21.0;45,073179;7,685483;Oxford;United Kingdom;2018-09-29 10:25:35;1.0;3.0;1.0;https://www.flickr.com/photos/79986881@N00/32390620857;https://live.staticflickr.com/7825/32390620857_0937655a05_b.jpg
25;32390624347;79986881@N00;1.0;Architectural Design + Photography;Italy - Turin - Palazzo Reale di Torino 27_DSC4294;"One of the grand stairs in the Palazzo Reale Di Torino.

We made sure we were amongst the first to enter the Palazzo Reale di Torino on the day we visited.  That way by keeping ahead of most of the visitors we were able to experience these amazing spaces without hordes of other tourists.

Click here to see more of my photos from my trip to Turin : <a href='https://www.flickr.com/photos/darrellg/albums/72157705667566294'>www.flickr.com/photos/darrellg/albums/72157705667566294</a>

From Wikipedia : &quot;The Royal Palace of Turin (Italian: Palazzo Reale di Torino) is a historic palace of the House of Savoy in the city of Turin in Northern Italy. It was originally built in the 16th century and was later modernized by Christine Marie of France (1606–63) in the 17th century, with designs by the Baroque architect Filippo Juvarra. The palace also includes the Palazzo Chiablese and the Chapel of the Holy Shroud, the latter of which was built to house the famous Shroud of Turin. In 1946, the building became the property of the state and was turned into a museum. In 1997, it was placed on the UNESCO World Heritage Site list along with 13 other residences of the House of Savoy.&quot;

<a href='http://www.dgphotos.co.uk' rel='noreferrer nofollow'>My Website</a> : <a href='https://www.twitter.com/dgphotos' rel='noreferrer nofollow'>Twitter</a> : <a href='https://www.facebook.com/dsgphotos' rel='noreferrer nofollow'>Facebook</a> : <a href='https://instagram.com/dgphotos.co.uk/' rel='noreferrer nofollow'>Instagram</a>  : <a href='https://www.photocrowd.com/dgphotos/' rel='noreferrer nofollow'>Photocrowd</a>

© D.Godliman";14.0;45,072975;7,685558;Oxford;United Kingdom;2018-09-29 10:17:45;1.0;3.0;1.0;https://www.flickr.com/photos/79986881@N00/32390624347;https://live.staticflickr.com/7847/32390624347_93cca2ae04_b.jpg
26;32409873957;83776910@N06;1.0;;Čd 242 226-9 te Ševětín op 26-8-2016;"We waren in augustus 2016 drie weken op vakantie in Tsjechië en zaten daar op de camping bij het dorp Kostelec. Een geweldige vakantie gehad. Onze dochter kon heerlijk spelen op de camping en zodoende kon ik zo nu en dan wat treinen spotten. Eén van mijn vaste plekjes was het station van Ševětín. Dit station is gelegen aan de hoofdlijn tussen České Budějovice en Veselí nad Lužnicí. De lijn wordt bereden door de sneltreinen in de relaties České Budějovice- Praha-Holešovice en Brno-Plzeň. Voor deze sneltreinen worden respectievelijk de series 362 en 242 ingezet. Lokaal rijden er nog enkele stoptreinen die afwisselend door dieseltreinstellen van de serie 814 en getrokken treinen met een 242 of 362 worden gereden. De goederendienst wordt gereden door de series 230, 240, 363 en 363.5 waarbij soms ook opdruklocs worden gebruikt.

Eén van de meest interessante lokale stoptreinen van de trein die om 17:18 binnenkwam op station Ševětín. Ik heb deze trein in onze vakantie vijf keer gefotografeerd en iedere keer zat er weer een andere locomotief van de serie 242 voor en ook nog drie verschillende kleurstellingen. Verder waren, ondanks de korte lengte van twee rijtuigen, de wagens iedere keer anders gerangschikt en zaten er soms ook nog rijtuigen in de oude kleur achter.

Op vrijdag 26 augustus zien we loc 242 226-9 binnenkomen met Os 8213 Tábor-České Budějovice.";67.0;49,098652;14,57669;Drachten;Nederland;2016-08-26 17:28:10;1.0;2.0;2.0;https://www.flickr.com/photos/83776910@N06/32409873957;https://live.staticflickr.com/65535/32409873957_607c6c4021_b.jpg
27;32415092967;94185526@N04;1.0;;il Pordenone (Giovanni Antonio de' Sacchis 1483 - 1539) San Martino (1527-1528) - Venezia Scuola grande di San Rocco - Mostra il giovane Tintoretto Galleria dell'Accademia - Venezia;Pordenone (Giovanni Antonio de 'Sacchis 1483-1539) St. Martin (1527-1528) - Venice Scuola Grande di San Rocco - Exibition the young Tintoretto Accademia Gallery - Venice;15.0;45,431587;12,328484;;Italia;2018-12-11 09:52:10;10.0;3.0;1.0;https://www.flickr.com/photos/94185526@N04/32415092967;https://live.staticflickr.com/7837/32415092967_2eaef4e7e6_b.jpg
28;32421137367;81035653@N00;1.0;;I ❤ Kyiv;"© photo rights reserved by <a href='http://www.flickr.com/photos/visbeek/'>B℮n</a>

A trip to Kiev might not be very obvious, but the capital of <b>Ukraine</b> will surprise you in many ways. In the center you will find stately houses and beautiful cathedrals, attractive alleys and large squares with trendy restaurants. A city with an impressive history where so much can be seen. Kiev arose on the river Dnieper, on the trade route to the Greeks. <b>Kiev</b> experienced its heyday between around 900, when it was the capital of the East Slavic Empire. For the next six centuries, Kiev was no more than a provincial town in the Russian Empire. It was not until 1991 that Ukraine became <b>independent</b> of the Soviet Union. In 2004, Kiev was the scene of fierce protest demonstrations against the falsification of the election results. This period is known as the <i>Orange Revolution</i>. In 2014 there were again demonstrations against the government of President Viktor Yanukovych on <b>Independence Square</b>: Maidan Nezalezhnosti, the undisputed heart of the city. Here you will find monuments, an underground mall and street artists, as well as reminders of the <i>EuroMaidan</i> revolution.

<i>Kiev is the hidden jewel of Eastern Europe and fast becoming the coolest capital city in Europe. Geographically, Kiev sits at the centre of Europe. In reality it feels like an entirely different world. Kiev is an ancient city where old meets new and East meets West. We stayed at the fine «Ukraine» hotel located in the heart of Kyiv - on the Independence Square, in a unique place where the cultural, political and entertainment life of the city intersects. The Ukrainan Independece Monument is one of the main sight om the square. The monument itself is a column of a woman Berehynia with branch of roses in her arms. Photo of the sign &quot;I love Kyiv&quot; on the Independence Square in Kiev, the capital of Ukraine.</i>

Een trip naar <b>Kiev</b> ligt misschien niet heel erg voor de hand, maar de hoofdstad van de <b>Oekraïne</b> zal je op vele vlakken verbazen. In het centrum vind je statige huizen en prachtige kathedralen, sfeervolle steegjes en grote pleinen met hippe restaurants. Een stad met een indrukwekkende historie waar zoveel is te zien. Kiev ontstond aan de rivier de Dnjepr, aan de handelsroute naar de Grieken. Kiev beleefde zijn bloeitijd tussen rond 900, toen het de hoofdstad van het Oost-Slavische Rijk was. De volgende zes eeuwen was Kiev niet meer dan een provinciestad in het Russische Rijk. Pas in 1991 werd Oekraïne <b>zelfstandig</b> van Sovjet-Unie. In 2004 was Kiev het toneel van felle protestdemonstraties tegen de vervalsing van de verkiezingsuitslag. Deze periode staat bekend als de <i>Oranjerevolutie</i>. In 2014 waren er weer demonstraties tegen de regering van president Viktor Janoekovytsj op het <b>onafhankelijkheidsplein</b>: Maidan Nezalezhnosti, het onbetwiste hart van de stad. Hier vind je monumenten, een ondergronds winkelcentrum en straatartiesten, maar ook aandenkens aan de <i>EuroMaidan</i> revolutie. We verbleven in het fijne hotel «Ukraine» midden in het hart van Kiev - met uitzicht op het Onafhankelijkheidsplein. Een unieke plek waar het culturele, politieke en amusementsleven van de stad bij elkaar komt. Foto van de letters <b>&quot;I love Kyiv&quot;</b> op het Onafhankelijkheidsplein in Kiev. ";79.0;50,449654;30,524268;;;2018-08-04 07:10:12;1.0;2.0;1.0;https://www.flickr.com/photos/81035653@N00/32421137367;https://live.staticflickr.com/7902/32421137367_3c3263c5ba_b.jpg
29;32436483927;35110249@N05;1.0;;Daughter visiting her mother;"One of Australia’s most striking animals, the <b>koala</b> or inaccurately ‘koala bear’ (Phascolarctos cinereus), is bear-like in appearance, but in fact a tree-dwelling marsupial, related to kangaroos and wombats. 
The Koala has many nicknames, include <b>bangaroo</b>, <b>New Holland sloth</b>, <b>cullawine</b>, and <b>koolawong</b>.
The fur is silver grey to light brown, being lighter and shorter in the warmer north of its range, where the koala is also smaller. An adult male koala can weigh 8 to 14 kg and a female 5 to 11 kg, the body length is 60 to 85 cm. Koalas have sharp claws which help them climb trees and large noses that are coloured pink or black. 
Koalas live in the eucalyptus woodlands and forests of eastern and south-eastern Australia and range from northern Queensland to southwestern Victoria. They have been introduced in western Australia and nearby islands.
Koalas are nocturnal marsupials famous for spending most of their lives asleep in trees. During the day they doze, tucked into forks or nooks in the trees, sleeping for up to 20 hours. When not asleep a koala feeds on eucalyptus leaves, especially at night. Koalas do not drink much water and they get most of their moisture from these leaves. In Aborigine language, the word ‘koala’ means ‘no water’.
This picture was taken in <b>Zoo Duisburg</b>, Germany.
____________________________

<i>De <b>koala</b> of <b>buidelbeer</b> (Phascolarctos cinereus) is een buideldier uit de familie koala's (Phascolarctidae) die voorkomt in het oosten van Australië. De koala is geen beer, maar een buideldier, nauw verwant aan de kangoeroes. Vandaar ook de bijnaam: <b>Bangaroo</b>.
De naam &quot;Koala&quot; komt uit een uitgestorven aboriginaltaal die rond Sydney werd gesproken. Het zou zoiets betekenen als &quot;drinkt niet&quot;, verwijzend naar het feit dat de koala zelden drinkt.
Het mannetje weegt zo'n 12 kg, het vrouwtje 8 kg. Ze worden ongeveer 60 à 85 cm lang. In het noordelijke verspreidingsgebied wegen koala's bijna de helft minder. Zuidelijke koala's hebben een dikkere vacht dan die in het warmere noorden. De kleuren van de vachten variëren sterk per individu en worden lichter naarmate koala's ouder worden, maar de meeste zijn grijs met wit op de kin, borst, voorpoten en romp. Koala's hebben een korte staart, die geen functie lijkt te hebben.
Koala's komen voor in de eucalyptusbossen van de vier oostelijke deelstaten van Australië, Queensland, Nieuw-Zuid-Wales, Victoria en Zuid-Australië. 
Koala's eten bijna uitsluitend bladeren van de eucalyptusboom. De bladeren zijn vezelrijk en bevatten gif dat voor de meeste andere dieren gevaarlijk is. Ze drinken bijna niet. Vocht wordt uit het voedsel gehaald. Omdat koala's een langzaam vertering hebben, slapen koala's zo'n 20 uur per etmaal, vaak in een boom.
Deze foto is gemaakt in <b>Zoo Duisburg</b> in Duitsland. </i>
____________________________

<u>All rights reserved</u>. Copyright © Martien Uiterweerd (Foto Martien). All my images are protected under international authors copyright laws and may not be downloaded, reproduced, copied, transmitted or manipulated without my written explicit permission.
____________________________
.
.";84.0;51,437257;6,805558;Arnhem;The Netherlands;2018-11-14 12:20:55;1.0;3.0;1.0;https://www.flickr.com/photos/35110249@N05/32436483927;https://live.staticflickr.com/4903/32436483927_942cb65613_b.jpg
30;32438407777;20747318@N08;1.0;;Lincoln (644);High Bridge;0.0;53,228636;-0,541078;Royston, Barnsley;United Kingdom;2018-10-05 15:44:06;9.0;3.0;1.0;https://www.flickr.com/photos/20747318@N08/32438407777;https://live.staticflickr.com/7915/32438407777_9c0f3a7c1c_b.jpg
31;32438408037;20747318@N08;1.0;;Lincoln (642);High Bridge;0.0;53,22863;-0,541681;Royston, Barnsley;United Kingdom;2018-10-05 15:43:25;9.0;3.0;1.0;https://www.flickr.com/photos/20747318@N08/32438408037;https://live.staticflickr.com/7872/32438408037_cf24bd3ac4_b.jpg
32;32438412857;158438800@N02;;;2017-09-02 AT Wien 10 Favoriten, Altes Landgut, Hst. Altes Landgut, E2 4321+c5 Linie 67;;0.0;48,161172;16,383388;;;2017-09-02 09:20:29;9.0;2.0;1.0;https://www.flickr.com/photos/158438800@N02/32438412857;https://live.staticflickr.com/7824/32438412857_e7a9401dba_b.jpg
33;32438413367;158438800@N02;;;2017-09-02 AT Wien 10 Favoriten, Altes Landgut, Hst. Altes Landgut, E1 4523+c3 1213 Linie 67;;1.0;48,161208;16,383388;;;2017-09-02 09:19:17;9.0;2.0;1.0;https://www.flickr.com/photos/158438800@N02/32438413367;https://live.staticflickr.com/7890/32438413367_4a7ac7b659_b.jpg
34;32438413807;158438800@N02;;;2018-05-04 AT Wien 10 Favoriten, Favoritenstraße, Klausenburger Straße;;0.0;48,168286;16,380847;;;2018-05-04 18:37:01;9.0;1.0;2.0;https://www.flickr.com/photos/158438800@N02/32438413807;https://live.staticflickr.com/7803/32438413807_3326bf5563_b.jpg
35;32438414497;158438800@N02;;;2018-05-04 AT Wien 10 Favoriten, Favoritenstraße @ Schleiergasse;;0.0;48,165802;16,381891;;;2018-05-04 18:31:29;9.0;1.0;2.0;https://www.flickr.com/photos/158438800@N02/32438414497;https://live.staticflickr.com/4835/32438414497_f70abb1651_b.jpg
36;32438414657;158438800@N02;;;2018-05-04 AT Wien 10 Favoriten, Favoritenstraße, Hebbelgasse;;0.0;48,165519;16,381988;;;2018-05-04 18:31:16;9.0;1.0;2.0;https://www.flickr.com/photos/158438800@N02/32438414657;https://live.staticflickr.com/7925/32438414657_7131c2da51_b.jpg
37;32438455347;20747318@N08;1.0;;Lincoln (629);Mute Swan;0.0;53,227633;-0,543578;Royston, Barnsley;United Kingdom;2018-10-05 15:39:14;9.0;3.0;1.0;https://www.flickr.com/photos/20747318@N08/32438455347;https://live.staticflickr.com/7891/32438455347_972b3764ae_b.jpg
38;32438455457;20747318@N08;1.0;;Lincoln (628);Mute Swan;0.0;53,227636;-0,543578;Royston, Barnsley;United Kingdom;2018-10-05 15:39:12;9.0;3.0;1.0;https://www.flickr.com/photos/20747318@N08/32438455457;https://live.staticflickr.com/7920/32438455457_643dc7de35_b.jpg
39;32438455627;20747318@N08;1.0;;Lincoln (627);Mute Swan;0.0;53,227638;-0,543573;Royston, Barnsley;United Kingdom;2018-10-05 15:39:07;9.0;3.0;1.0;https://www.flickr.com/photos/20747318@N08/32438455627;https://live.staticflickr.com/7905/32438455627_77cf62fe6e_b.jpg
40;32438455737;20747318@N08;1.0;;Lincoln (625);Mute Swan;0.0;53,227644;-0,543581;Royston, Barnsley;United Kingdom;2018-10-05 15:38:59;9.0;3.0;1.0;https://www.flickr.com/photos/20747318@N08/32438455737;https://live.staticflickr.com/7848/32438455737_f630638a8a_b.jpg
41;32438455927;20747318@N08;1.0;;Lincoln (624);Mute Swan;0.0;53,227641;-0,5436;Royston, Barnsley;United Kingdom;2018-10-05 15:38:55;9.0;3.0;1.0;https://www.flickr.com/photos/20747318@N08/32438455927;https://live.staticflickr.com/7864/32438455927_e2555fea79_b.jpg
42;32438456077;20747318@N08;1.0;;Lincoln (587);Mute Swan;0.0;53,227669;-0,543573;Royston, Barnsley;United Kingdom;2018-10-05 15:31:51;9.0;3.0;1.0;https://www.flickr.com/photos/20747318@N08/32438456077;https://live.staticflickr.com/7833/32438456077_8f86768765_b.jpg
